position	chr	start	end	length	nick_coordinates
chr6_GL000251v2_alt:3905698-3908854	chr6_GL000251v2_alt	3905698	3908854	3156	3908285
chr6_GL000252v2_alt:442228-446228	chr6_GL000252v2_alt	442228	446228	4000	444793
chr6_GL000252v2_alt:546952-547785	chr6_GL000252v2_alt	546952	547785	833	547272
chr6_GL000252v2_alt:1338534-1342542	chr6_GL000252v2_alt	1338534	1342542	4008	1339108
chr6_GL000252v2_alt:2512635-2518416	chr6_GL000252v2_alt	2512635	2518416	5781	2514851
chr6_GL000252v2_alt:3498531-3503178	chr6_GL000252v2_alt	3498531	3503178	4647	3501106
chr6_GL000252v2_alt:3707890-3711020	chr6_GL000252v2_alt	3707890	3711020	3130	3710450
chr6_GL000253v2_alt:442188-446188	chr6_GL000253v2_alt	442188	446188	4000	444753
chr6_GL000253v2_alt:546915-547748	chr6_GL000253v2_alt	546915	547748	833	547235
chr6_GL000253v2_alt:1341349-1347375	chr6_GL000253v2_alt	1341349	1347375	6026	1343941
chr6_GL000253v2_alt:2563891-2569670	chr6_GL000253v2_alt	2563891	2569670	5779	2566104
chr6_GL000253v2_alt:3562122-3566767	chr6_GL000253v2_alt	3562122	3566767	4645	3564696
chr6_GL000253v2_alt:3771854-3774984	chr6_GL000253v2_alt	3771854	3774984	3130	3774414
chr6_GL000253v2_alt:3880142-3884425	chr6_GL000253v2_alt	3880142	3884425	4283	3882928
chr6_GL000254v2_alt:442354-446354	chr6_GL000254v2_alt	442354	446354	4000	444919
chr6_GL000254v2_alt:1424689-1430715	chr6_GL000254v2_alt	1424689	1430715	6026	1427281
chr6_GL000254v2_alt:2597568-2603351	chr6_GL000254v2_alt	2597568	2603351	5783	2599785
chr6_GL000254v2_alt:3808485-3811615	chr6_GL000254v2_alt	3808485	3811615	3130	3811045
chr6_GL000255v2_alt:442211-446211	chr6_GL000255v2_alt	442211	446211	4000	444776
chr6_GL000255v2_alt:1335751-1341783	chr6_GL000255v2_alt	1335751	1341783	6032	1338342
chr6_GL000255v2_alt:3480475-3485121	chr6_GL000255v2_alt	3480475	3485121	4646	3483049
chr6_GL000255v2_alt:3690692-3693847	chr6_GL000255v2_alt	3690692	3693847	3155	3693278
chr6_GL000256v2_alt:485997-489997	chr6_GL000256v2_alt	485997	489997	4000	488562
chr6_GL000256v2_alt:590742-591575	chr6_GL000256v2_alt	590742	591575	833	591062
chr6_GL000256v2_alt:1379518-1385544	chr6_GL000256v2_alt	1379518	1385544	6026	1382110
chr6_GL000256v2_alt:3573391-3578036	chr6_GL000256v2_alt	3573391	3578036	4645	3575965
chr6_GL000256v2_alt:3782884-3786014	chr6_GL000256v2_alt	3782884	3786014	3130	3785444
chr6_GL000256v2_alt:3890845-3895126	chr6_GL000256v2_alt	3890845	3895126	4281	3893629
chr6_GL383533v1_alt:121810-124736	chr6_GL383533v1_alt	121810	124736	2926	124407
chr6_KI270798v1_alt:62277-66744	chr6_KI270798v1_alt	62277	66744	4467	64856
chr6_KI270801v1_alt:12627-18145	chr6_KI270801v1_alt	12627	18145	5518	15209
chr7:3601677-3604313	chr7	3601677	3604313	2636	3604271
chr7:6969982-6974313	chr7	6969982	6974313	4331	6972565
chr7:7005804-7011948	chr7	7005804	7011948	6144	7008384
chr7:7139613-7145747	chr7	7139613	7145747	6134	7142172
chr7:7196064-7202373	chr7	7196064	7202373	6309	7198622
chr7:7388029-7394394	chr7	7388029	7394394	6365	7390580
chr7:7656316-7662777	chr7	7656316	7662777	6461	7658893
chr7:8298113-8304140	chr7	8298113	8304140	6027	8300701
chr7:8726340-8732368	chr7	8726340	8732368	6028	8728927
chr7:9066715-9068807	chr7	9066715	9068807	2092	9067464
chr7:9163396-9169854	chr7	9163396	9169854	6458	9165958
chr7:9398757-9404781	chr7	9398757	9404781	6024	9401350
chr7:9426888-9427978	chr7	9426888	9427978	1090	9427569
chr7:9827089-9827912	chr7	9827089	9827912	823	9827708
chr7:10805898-10812050	chr7	10805898	10812050	6152	10808489
chr7:10960101-10966227	chr7	10960101	10966227	6126	10962665
chr7:11347723-11352432	chr7	11347723	11352432	4709	11350287
chr7:12427746-12432489	chr7	12427746	12432489	4743	12428928
chr7:12935641-12940227	chr7	12935641	12940227	4586	12936655
chr7:12996737-13001967	chr7	12996737	13001967	5230	12999299
chr7:13084755-13088345	chr7	13084755	13088345	3590	13087344
chr7:13268694-13274829	chr7	13268694	13274829	6135	13271277
chr7:13668087-13674469	chr7	13668087	13674469	6382	13670654
chr7:14355263-14356352	chr7	14355263	14356352	1089	14355865
chr7:14659307-14660657	chr7	14659307	14660657	1350	14660321
chr7:16100544-16101613	chr7	16100544	16101613	1069	16101241
chr7:16252494-16253645	chr7	16252494	16253645	1151	16252693
chr7:16378112-16384140	chr7	16378112	16384140	6028	16380578
chr7:16896990-16900197	chr7	16896990	16900197	3207	16897548
chr7:17349343-17354805	chr7	17349343	17354805	5462	17351050
chr7:17566032-17571676	chr7	17566032	17571676	5644	17568123
chr7:18007773-18013291	chr7	18007773	18013291	5518	18009521
chr7:18135301-18138283	chr7	18135301	18138283	2982	18137893
chr7:18169457-18175596	chr7	18169457	18175596	6139	18172032
chr7:18734266-18738328	chr7	18734266	18738328	4062	18736822
chr7:18985072-18991069	chr7	18985072	18991069	5997	18987655
chr7:19189041-19195047	chr7	19189041	19195047	6006	19191635
chr7:19542287-19548702	chr7	19542287	19548702	6415	19544850
chr7:19634978-19635626	chr7	19634978	19635626	648	19635182
chr7:19683373-19687327	chr7	19683373	19687327	3954	19685957
chr7:19788718-19790110	chr7	19788718	19790110	1392	19789490
chr7:19877681-19883794	chr7	19877681	19883794	6113	19880235
chr7:19883968-19890109	chr7	19883968	19890109	6141	19886552
chr7:19900578-19906684	chr7	19900578	19906684	6106	19903140
chr7:19948720-19954835	chr7	19948720	19954835	6115	19951305
chr7:20883426-20888173	chr7	20883426	20888173	4747	20886007
chr7:20922358-20926917	chr7	20922358	20926917	4559	20924941
chr7:21176660-21182175	chr7	21176660	21182175	5515	21179235
chr7:21232058-21236010	chr7	21232058	21236010	3952	21234612
chr7:21339343-21345513	chr7	21339343	21345513	6170	21341932
chr7:22751978-22755018	chr7	22751978	22755018	3040	22753949
chr7:23619589-23622468	chr7	23619589	23622468	2879	23622169
chr7:23822602-23828742	chr7	23822602	23828742	6140	23825186
chr7:24001422-24005385	chr7	24001422	24005385	3963	24004014
chr7:24272980-24279128	chr7	24272980	24279128	6148	24275569
chr7:24996271-25002413	chr7	24996271	25002413	6142	24998842
chr7:25041860-25047891	chr7	25041860	25047891	6031	25044451
chr7:25700903-25702202	chr7	25700903	25702202	1299	25701880
chr7:27002454-27008595	chr7	27002454	27008595	6141	27005030
chr7:27291101-27294742	chr7	27291101	27294742	3641	27293678
chr7:27502193-27508194	chr7	27502193	27508194	6001	27504764
chr7:30414475-30420503	chr7	30414475	30420503	6028	30417065
chr7:30636808-30642830	chr7	30636808	30642830	6022	30639399
chr7:31501202-31507228	chr7	31501202	31507228	6026	31503789
chr7:32350594-32353501	chr7	32350594	32353501	2907	32353186
chr7:32682678-32688715	chr7	32682678	32688715	6037	32685282
chr7:32697653-32703545	chr7	32697653	32703545	5892	32700121
chr7:33161125-33167012	chr7	33161125	33167012	5887	33163418
chr7:33404047-33406380	chr7	33404047	33406380	2333	33405432
chr7:33521747-33527773	chr7	33521747	33527773	6026	33524337
chr7:33988619-33994636	chr7	33988619	33994636	6017	33991204
chr7:34200242-34206277	chr7	34200242	34206277	6035	34202825
chr7:34629582-34631892	chr7	34629582	34631892	2310	34629715
chr7:35659882-35664948	chr7	35659882	35664948	5066	35662462
chr7:35739212-35744635	chr7	35739212	35744635	5423	35741783
chr7:36375312-36379233	chr7	36375312	36379233	3921	36375676
chr7:36552968-36559126	chr7	36552968	36559126	6158	36555573
chr7:37163342-37169491	chr7	37163342	37169491	6149	37165925
chr7:37298304-37301137	chr7	37298304	37301137	2833	37300856
chr7:37612053-37618072	chr7	37612053	37618072	6019	37614644
chr7:37806535-37807960	chr7	37806535	37807960	1425	37806984
chr7:38667261-38668913	chr7	38667261	38668913	1652	38668455
chr7:39007527-39013552	chr7	39007527	39013552	6025	39010111
chr7:39023959-39025292	chr7	39023959	39025292	1333	39025093
chr7:39961635-39967144	chr7	39961635	39967144	5509	39964207
chr7:40333760-40339892	chr7	40333760	40339892	6132	40336336
chr7:40818763-40822562	chr7	40818763	40822562	3799	40821352
chr7:40949205-40954590	chr7	40949205	40954590	5385	40951047
chr7:40954596-40957447	chr7	40954596	40957447	2851	40956215
chr7:41549601-41552215	chr7	41549601	41552215	2614	41552170
chr7:42580573-42586752	chr7	42580573	42586752	6179	42583162
chr7:42859165-42862929	chr7	42859165	42862929	3764	42861700
chr7:43773137-43779287	chr7	43773137	43779287	6150	43775728
chr7:45377507-45383528	chr7	45377507	45383528	6021	45380087
chr7:45462439-45468640	chr7	45462439	45468640	6201	45465083
chr7:45489478-45495748	chr7	45489478	45495748	6270	45492051
chr7:45666136-45669629	chr7	45666136	45669629	3493	45668718
chr7:45693153-45693654	chr7	45693153	45693654	501	45693422
chr7:45947419-45953420	chr7	45947419	45953420	6001	45949987
chr7:48601227-48607497	chr7	48601227	48607497	6270	48603817
chr7:49003616-49007591	chr7	49003616	49007591	3975	49006193
chr7:49114952-49117735	chr7	49114952	49117735	2783	49116557
chr7:49662687-49665887	chr7	49662687	49665887	3200	49665281
chr7:49680245-49686300	chr7	49680245	49686300	6055	49682862
chr7:50231440-50234077	chr7	50231440	50234077	2637	50234028
chr7:50570841-50576976	chr7	50570841	50576976	6135	50573421
chr7:51533170-51537242	chr7	51533170	51537242	4072	51533402
chr7:51552137-51558291	chr7	51552137	51558291	6154	51554720
chr7:51594010-51600147	chr7	51594010	51600147	6137	51596586
chr7:51833472-51839489	chr7	51833472	51839489	6017	51836052
chr7:52892584-52894061	chr7	52892584	52894061	1477	52893876
chr7:53026321-53032336	chr7	53026321	53032336	6015	53028908
chr7:53282438-53288471	chr7	53282438	53288471	6033	53284913
chr7:54041299-54047468	chr7	54041299	54047468	6169	54043882
chr7:54135415-54138307	chr7	54135415	54138307	2892	54138004
chr7:54306031-54309914	chr7	54306031	54309914	3883	54308616
chr7:54319615-54324273	chr7	54319615	54324273	4658	54320733
chr7:54498732-54504884	chr7	54498732	54504884	6152	54501321
chr7:54735417-54736305	chr7	54735417	54736305	888	54735726
chr7:54849701-54852994	chr7	54849701	54852994	3293	54852263
chr7:55289650-55295270	chr7	55289650	55295270	5620	55291514
chr7:55316546-55319376	chr7	55316546	55319376	2830	55319113
chr7:55577188-55583313	chr7	55577188	55583313	6125	55579764
chr7:56308552-56314680	chr7	56308552	56314680	6128	56311137
chr7:56506419-56512558	chr7	56506419	56512558	6139	56509021
chr7:56838414-56844525	chr7	56838414	56844525	6111	56840994
chr7:57942148-57945061	chr7	57942148	57945061	2913	57943343
chr7:57962301-57966625	chr7	57962301	57966625	4324	57964889
chr7:61307961-61311395	chr7	61307961	61311395	3434	61310551
chr7:61654184-61657617	chr7	61654184	61657617	3433	61656773
chr7:61782345-61787094	chr7	61782345	61787094	4749	61783789
chr7:61837998-61844054	chr7	61837998	61844054	6056	61840613
chr7:62083010-62086441	chr7	62083010	62086441	3431	62085597
chr7:62194561-62199312	chr7	62194561	62199312	4751	62196006
chr7:62265730-62270682	chr7	62265730	62270682	4952	62268318
chr7:62549634-62551829	chr7	62549634	62551829	2195	62549988
chr7:62736799-62742911	chr7	62736799	62742911	6112	62739367
chr7:62908880-62914986	chr7	62908880	62914986	6106	62911468
chr7:62993212-62999344	chr7	62993212	62999344	6132	62995793
chr7:63148831-63154859	chr7	63148831	63154859	6028	63151419
chr7:63335608-63340555	chr7	63335608	63340555	4947	63336669
chr7:63435660-63435896	chr7	63435660	63435896	236	63435771
chr7:63534282-63540307	chr7	63534282	63540307	6025	63536870
chr7:64007260-64012544	chr7	64007260	64012544	5284	64009830
chr7:64153980-64157098	chr7	64153980	64157098	3118	64156567
chr7:64198532-64198766	chr7	64198532	64198766	234	64198640
chr7:64645015-64648565	chr7	64645015	64648565	3550	64647595
chr7:65464481-65470584	chr7	65464481	65470584	6103	65467080
chr7:66286853-66292884	chr7	66286853	66292884	6031	66289444
chr7:70330959-70331575	chr7	70330959	70331575	616	70331136
chr7:76561201-76567355	chr7	76561201	76567355	6154	76563785
chr7:77084513-77090684	chr7	77084513	77090684	6171	77087097
chr7:77142463-77148558	chr7	77142463	77148558	6095	77145006
chr7:78268792-78275399	chr7	78268792	78275399	6607	78271542
chr7:78855267-78861359	chr7	78855267	78861359	6092	78857841
chr7:79065562-79070479	chr7	79065562	79070479	4917	79068192
chr7:79229794-79235811	chr7	79229794	79235811	6017	79232381
chr7:79928467-79933889	chr7	79928467	79933889	5422	79931023
chr7:79941091-79947236	chr7	79941091	79947236	6145	79943677
chr7:81421524-81424871	chr7	81421524	81424871	3347	81424114
chr7:82579702-82584304	chr7	82579702	82584304	4602	82582238
chr7:83711426-83717524	chr7	83711426	83717524	6098	83713989
chr7:83743742-83749311	chr7	83743742	83749311	5569	83746340
chr7:83890225-83894315	chr7	83890225	83894315	4090	83892812
chr7:83989325-83995342	chr7	83989325	83995342	6017	83991908
chr7:84049711-84055730	chr7	84049711	84055730	6019	84052299
chr7:84357136-84360527	chr7	84357136	84360527	3391	84359726
chr7:84421459-84422816	chr7	84421459	84422816	1357	84422104
chr7:84954239-84955223	chr7	84954239	84955223	984	84954442
chr7:84987440-84993591	chr7	84987440	84993591	6151	84990028
chr7:85329687-85335739	chr7	85329687	85335739	6052	85332307
chr7:85538311-85542698	chr7	85538311	85542698	4387	85539732
chr7:85989809-85990800	chr7	85989809	85990800	991	85990169
chr7:86457049-86459819	chr7	86457049	86459819	2770	86459623
chr7:86805756-86808394	chr7	86805756	86808394	2638	86808334
chr7:87022081-87024729	chr7	87022081	87024729	2648	87024652
chr7:87062407-87066379	chr7	87062407	87066379	3972	87065000
chr7:87749850-87753641	chr7	87749850	87753641	3791	87752463
chr7:87950137-87956279	chr7	87950137	87956279	6142	87952730
chr7:88551035-88557060	chr7	88551035	88557060	6025	88553626
chr7:88944932-88946837	chr7	88944932	88946837	1905	88946690
chr7:89269063-89271936	chr7	89269063	89271936	2873	89271657
chr7:89405918-89408631	chr7	89405918	89408631	2713	89408507
chr7:89459006-89461768	chr7	89459006	89461768	2762	89461582
chr7:89521961-89523759	chr7	89521961	89523759	1798	89522070
chr7:89668961-89673259	chr7	89668961	89673259	4298	89671534
chr7:89788985-89792627	chr7	89788985	89792627	3642	89791577
chr7:89896920-89902307	chr7	89896920	89902307	5387	89899479
chr7:90359889-90365278	chr7	90359889	90365278	5389	90361718
chr7:90365675-90369954	chr7	90365675	90369954	4279	90366365
chr7:90545415-90549920	chr7	90545415	90549920	4505	90547982
chr7:90634134-90640272	chr7	90634134	90640272	6138	90636722
chr7:90729874-90736281	chr7	90729874	90736281	6407	90732428
chr7:91056410-91062550	chr7	91056410	91062550	6140	91058992
chr7:91252743-91257629	chr7	91252743	91257629	4886	91255312
chr7:91389493-91395509	chr7	91389493	91395509	6016	91392067
chr7:91476684-91482819	chr7	91476684	91482819	6135	91479261
chr7:91497127-91499960	chr7	91497127	91499960	2833	91499718
chr7:91903682-91909706	chr7	91903682	91909706	6024	91906269
chr7:91985946-91986179	chr7	91985946	91986179	233	91986004
chr7:92183756-92189878	chr7	92183756	92189878	6122	92186332
chr7:92884777-92887052	chr7	92884777	92887052	2275	92886894
chr7:92919234-92923256	chr7	92919234	92923256	4022	92921806
chr7:93067497-93070815	chr7	93067497	93070815	3318	93070083
chr7:93166604-93170864	chr7	93166604	93170864	4260	93167026
chr7:93586902-93591767	chr7	93586902	93591767	4865	93588331
chr7:93787624-93793679	chr7	93787624	93793679	6055	93790239
chr7:94714545-94720320	chr7	94714545	94720320	5775	94716695
chr7:94751614-94756921	chr7	94751614	94756921	5307	94754194
chr7:94815817-94819341	chr7	94815817	94819341	3524	94818425
chr7:95020461-95023552	chr7	95020461	95023552	3091	95023066
chr7:95214969-95219602	chr7	95214969	95219602	4633	95217558
chr7:95831968-95837992	chr7	95831968	95837992	6024	95834559
chr7:96552195-96558214	chr7	96552195	96558214	6019	96554784
chr7:96579968-96585972	chr7	96579968	96585972	6004	96582560
chr7:96846650-96852680	chr7	96846650	96852680	6030	96849242
chr7:97258074-97264217	chr7	97258074	97264217	6143	97260649
chr7:99654085-99660201	chr7	99654085	99660201	6116	99656669
chr7:99799759-99803753	chr7	99799759	99803753	3994	99800217
chr7:103399570-103402393	chr7	103399570	103402393	2823	103402148
chr7:103449114-103452137	chr7	103449114	103452137	3023	103450942
chr7:103454071-103457773	chr7	103454071	103457773	3702	103454119
chr7:103457779-103463221	chr7	103457779	103463221	5442	103459340
chr7:104244397-104248291	chr7	104244397	104248291	3894	104246999
chr7:104390188-104392980	chr7	104390188	104392980	2792	104392774
chr7:104519992-104521450	chr7	104519992	104521450	1458	104520535
chr7:104557650-104563706	chr7	104557650	104563706	6056	104560268
chr7:104587127-104592971	chr7	104587127	104592971	5844	104589700
chr7:104729752-104735841	chr7	104729752	104735841	6089	104732312
chr7:106244616-106246923	chr7	106244616	106246923	2307	106246132
chr7:106436479-106440165	chr7	106436479	106440165	3686	106439052
chr7:106554533-106560578	chr7	106554533	106560578	6045	106557050
chr7:106684390-106690518	chr7	106684390	106690518	6128	106686963
chr7:107093512-107099628	chr7	107093512	107099628	6116	107096091
chr7:107646332-107652477	chr7	107646332	107652477	6145	107648918
chr7:108213786-108215212	chr7	108213786	108215212	1426	108214184
chr7:108272748-108278897	chr7	108272748	108278897	6149	108275326
chr7:108387569-108393732	chr7	108387569	108393732	6163	108390141
chr7:108937532-108943685	chr7	108937532	108943685	6153	108940124
chr7:109095676-109096741	chr7	109095676	109096741	1065	109096618
chr7:109209498-109212522	chr7	109209498	109212522	3024	109212040
chr7:109415756-109420053	chr7	109415756	109420053	4297	109418347
chr7:109649425-109652277	chr7	109649425	109652277	2852	109652003
chr7:109687136-109693273	chr7	109687136	109693273	6137	109689717
chr7:109906015-109907516	chr7	109906015	109907516	1501	109907469
chr7:109919039-109925231	chr7	109919039	109925231	6192	109921624
chr7:110030129-110036289	chr7	110030129	110036289	6160	110032721
chr7:110351579-110354589	chr7	110351579	110354589	3010	110353367
chr7:110366709-110367899	chr7	110366709	110367899	1190	110367598
chr7:110557531-110563563	chr7	110557531	110563563	6032	110560116
chr7:110655135-110661233	chr7	110655135	110661233	6098	110657716
chr7:110707004-110713024	chr7	110707004	110713024	6020	110709596
chr7:110815060-110817081	chr7	110815060	110817081	2021	110815554
chr7:111243515-111249546	chr7	111243515	111249546	6031	111246107
chr7:111699948-111702887	chr7	111699948	111702887	2939	111702525
chr7:112684067-112690619	chr7	112684067	112690619	6552	112686641
chr7:112716268-112719752	chr7	112716268	112719752	3484	112718856
chr7:113006165-113008857	chr7	113006165	113008857	2692	113008745
chr7:113049063-113054683	chr7	113049063	113054683	5620	113051656
chr7:113257696-113263724	chr7	113257696	113263724	6028	113260289
chr7:113513674-113518488	chr7	113513674	113518488	4814	113516267
chr7:113738580-113740818	chr7	113738580	113740818	2238	113739994
chr7:113776122-113782152	chr7	113776122	113782152	6030	113778714
chr7:114249798-114255939	chr7	114249798	114255939	6141	114252380
chr7:114491675-114493362	chr7	114491675	114493362	1687	114491999
chr7:114891996-114895138	chr7	114891996	114895138	3142	114894576
chr7:115025114-115031115	chr7	115025114	115031115	6001	115027675
chr7:115167768-115173789	chr7	115167768	115173789	6021	115170354
chr7:115261240-115264211	chr7	115261240	115264211	2971	115263815
chr7:115780924-115781106	chr7	115780924	115781106	182	115781056
chr7:116718497-116724489	chr7	116718497	116724489	5992	116721074
chr7:120234832-120240975	chr7	120234832	120240975	6143	120237417
chr7:121708976-121711525	chr7	121708976	121711525	2549	121710048
chr7:122278915-122284945	chr7	122278915	122284945	6030	122281504
chr7:123079343-123085436	chr7	123079343	123085436	6093	123081916
chr7:123445190-123451212	chr7	123445190	123451212	6022	123447776
chr7:123522710-123527047	chr7	123522710	123527047	4337	123525289
chr7:123851247-123857641	chr7	123851247	123857641	6394	123853815
chr7:124094093-124100210	chr7	124094093	124100210	6117	124096676
chr7:124171708-124174752	chr7	124171708	124174752	3044	124174293
chr7:124462727-124468867	chr7	124462727	124468867	6140	124465313
chr7:124578518-124581752	chr7	124578518	124581752	3234	124581136
chr7:124974555-124977871	chr7	124974555	124977871	3316	124977022
chr7:124979441-124985490	chr7	124979441	124985490	6049	124982054
chr7:126825719-126831835	chr7	126825719	126831835	6116	126828300
chr7:127963253-127966211	chr7	127963253	127966211	2958	127965844
chr7:128281160-128281258	chr7	128281160	128281258	98	128281185
chr7:130249390-130255183	chr7	130249390	130255183	5793	130251610
chr7:130764467-130767222	chr7	130764467	130767222	2755	130767016
chr7:130796311-130800622	chr7	130796311	130800622	4311	130798911
chr7:131978362-131984483	chr7	131978362	131984483	6121	131980925
chr7:133321974-133327357	chr7	133321974	133327357	5383	133323798
chr7:133889425-133895455	chr7	133889425	133895455	6030	133892013
chr7:136094205-136098388	chr7	136094205	136098388	4183	136096793
chr7:136108924-136114722	chr7	136108924	136114722	5798	136111450
chr7:136414180-136420210	chr7	136414180	136420210	6030	136416773
chr7:136561138-136562714	chr7	136561138	136562714	1576	136561471
chr7:136774756-136780783	chr7	136774756	136780783	6027	136777347
chr7:136813699-136816254	chr7	136813699	136816254	2555	136815268
chr7:138485353-138490458	chr7	138485353	138490458	5105	138487932
chr7:138531292-138537368	chr7	138531292	138537368	6076	138533803
chr7:139213370-139216959	chr7	139213370	139216959	3589	139215944
chr7:140103318-140109396	chr7	140103318	140109396	6078	140105877
chr7:140708616-140714133	chr7	140708616	140714133	5517	140711200
chr7:141062014-141068042	chr7	141062014	141068042	6028	141064606
chr7:141173961-141178274	chr7	141173961	141178274	4313	141176546
chr7:141769961-141776086	chr7	141769961	141776086	6125	141772530
chr7:141920659-141926712	chr7	141920659	141926712	6053	141923273
chr7:141980085-141986114	chr7	141980085	141986114	6029	141982673
chr7:143160218-143166355	chr7	143160218	143166355	6137	143162802
chr7:143576707-143580796	chr7	143576707	143580796	4089	143577168
chr7:144750815-144754321	chr7	144750815	144754321	3506	144752716
chr7:145110102-145112744	chr7	145110102	145112744	2642	145112634
chr7:145213160-145216399	chr7	145213160	145216399	3239	145215740
chr7:145235542-145239952	chr7	145235542	145239952	4410	145238140
chr7:145412976-145419111	chr7	145412976	145419111	6135	145415556
chr7:145611986-145612797	chr7	145611986	145612797	811	145612061
chr7:146013558-146019592	chr7	146013558	146019592	6034	146016151
chr7:146036958-146041505	chr7	146036958	146041505	4547	146039549
chr7:146132430-146135052	chr7	146132430	146135052	2622	146134999
chr7:146967331-146969707	chr7	146967331	146969707	2376	146968398
chr7:147322492-147323679	chr7	147322492	147323679	1187	147322663
chr7:147732040-147738166	chr7	147732040	147738166	6126	147734604
chr7:147842591-147848623	chr7	147842591	147848623	6032	147845183
chr7:147862933-147869109	chr7	147862933	147869109	6176	147865515
chr7:149573819-149579948	chr7	149573819	149579948	6129	149576391
chr7:150151935-150153077	chr7	150151935	150153077	1142	150152727
chr7:150574480-150580621	chr7	150574480	150580621	6141	150577060
chr7:150634646-150639406	chr7	150634646	150639406	4760	150637252
chr7:152060477-152066587	chr7	152060477	152066587	6110	152063053
chr7:152626998-152631002	chr7	152626998	152631002	4004	152629445
chr7:153117031-153122557	chr7	153117031	153122557	5526	153119615
chr7:153269486-153270152	chr7	153269486	153270152	666	153269909
chr7:153310341-153313990	chr7	153310341	153313990	3649	153312933
chr7:153865655-153871799	chr7	153865655	153871799	6144	153868239
chr7:153977557-153984005	chr7	153977557	153984005	6448	153980132
chr7:155686479-155691439	chr7	155686479	155691439	4960	155689060
chr7:156909394-156915542	chr7	156909394	156915542	6148	156911976
chr7:157099858-157104542	chr7	157099858	157104542	4684	157102439
chr7:157448419-157454545	chr7	157448419	157454545	6126	157450999
chr7_KI270806v1_alt:131965-136289	chr7_KI270806v1_alt	131965	136289	4324	134585
chr7_KI270809v1_alt:48033-54190	chr7_KI270809v1_alt	48033	54190	6157	50620
chr8:366567-372720	chr8	366567	372720	6153	369156
chr8:773346-779366	chr8	773346	779366	6020	775938
chr8:1167884-1174028	chr8	1167884	1174028	6144	1170471
chr8:1445085-1448609	chr8	1445085	1448609	3524	1447674
chr8:1595874-1601580	chr8	1595874	1601580	5706	1598452
chr8:2301964-2307993	chr8	2301964	2307993	6029	2304552
chr8:2317683-2323739	chr8	2317683	2323739	6056	2320274
chr8:3250062-3253704	chr8	3250062	3253704	3642	3252649
chr8:3270927-3276332	chr8	3270927	3276332	5405	3273520
chr8:3285835-3288783	chr8	3285835	3288783	2948	3288387
chr8:3450312-3456444	chr8	3450312	3456444	6132	3452905
chr8:5460846-5464333	chr8	5460846	5464333	3487	5463434
chr8:6085774-6091899	chr8	6085774	6091899	6125	6088360
chr8:6845083-6850140	chr8	6845083	6850140	5057	6847671
chr8:9441307-9447455	chr8	9441307	9447455	6148	9443897
chr8:9736452-9738999	chr8	9736452	9738999	2547	9737991
chr8:10490988-10493996	chr8	10490988	10493996	3008	10493926
chr8:10932425-10938427	chr8	10932425	10938427	6002	10934987
chr8:11118264-11119739	chr8	11118264	11119739	1475	11118396
chr8:11402887-11408108	chr8	11402887	11408108	5221	11404644
chr8:11814868-11821002	chr8	11814868	11821002	6134	11817453
chr8:12504803-12508690	chr8	12504803	12508690	3887	12507384
chr8:13181310-13185276	chr8	13181310	13185276	3966	13183903
chr8:13417213-13420228	chr8	13417213	13420228	3015	13419801
chr8:13643803-13644617	chr8	13643803	13644617	814	13644441
chr8:14094147-14097922	chr8	14094147	14097922	3775	14096692
chr8:15555981-15562028	chr8	15555981	15562028	6047	15558594
chr8:15576322-15582323	chr8	15576322	15582323	6001	15578904
chr8:16029232-16032513	chr8	16029232	16032513	3281	16031824
chr8:16335638-16338854	chr8	16335638	16338854	3216	16338215
chr8:16428780-16430362	chr8	16428780	16430362	1582	16430069
chr8:16973855-16980270	chr8	16973855	16980270	6415	16976432
chr8:17288222-17291009	chr8	17288222	17291009	2787	17290766
chr8:19906697-19910047	chr8	19906697	19910047	3350	19908795
chr8:19910039-19916128	chr8	19910039	19916128	6089	19912591
chr8:20035330-20041455	chr8	20035330	20041455	6125	20037907
chr8:20611819-20614853	chr8	20611819	20614853	3034	20614407
chr8:20682123-20686046	chr8	20682123	20686046	3923	20684752
chr8:23373954-23380077	chr8	23373954	23380077	6123	23376527
chr8:23645193-23651219	chr8	23645193	23651219	6026	23647780
chr8:24254557-24258149	chr8	24254557	24258149	3592	24257144
chr8:24448685-24454809	chr8	24448685	24454809	6124	24451238
chr8:25609371-25615474	chr8	25609371	25615474	6103	25611954
chr8:25654942-25660944	chr8	25654942	25660944	6002	25657524
chr8:25730343-25736354	chr8	25730343	25736354	6011	25732928
chr8:26934941-26941087	chr8	26934941	26941087	6146	26937525
chr8:27057852-27063983	chr8	27057852	27063983	6131	27060432
chr8:27549392-27555435	chr8	27549392	27555435	6043	27551989
chr8:28816155-28820642	chr8	28816155	28820642	4487	28818740
chr8:31231264-31237418	chr8	31231264	31237418	6154	31233851
chr8:31484123-31489673	chr8	31484123	31489673	5550	31486687
chr8:31514145-31520256	chr8	31514145	31520256	6111	31516723
chr8:31851611-31857633	chr8	31851611	31857633	6022	31854200
chr8:31916211-31919260	chr8	31916211	31919260	3049	31918790
chr8:32251927-32256495	chr8	32251927	32256495	4568	32253779
chr8:33247046-33253383	chr8	33247046	33253383	6337	33249641
chr8:33698197-33703070	chr8	33698197	33703070	4873	33700792
chr8:33897061-33901735	chr8	33897061	33901735	4674	33899633
chr8:33961486-33967943	chr8	33961486	33967943	6457	33964319
